itemNumber	string	score	depth	hierarchy
75668610	java (eiland)	2	2	indonesië
75626233	vluchtelingenvraagstuk	2	1	vluchtelingenvraagstuk
75626381	volkshuisvesting	2	2	overheidsbeleid
07560597x	feminisme	2	3	emancipatie
75606275	fonetiek	2	2	taalwetenschap
75604167	differentiaalrekening	2	2	wiskunde
75632713	nederlandse antillen	2	1	nederlandse antillen
75665816	zoetstoffen	2	2	voedingsmiddelen
84479604	lexicologie	2	2	taalwetenschap
75613883	lichamelijk gehandicapten	2	1	lichamelijk gehandicapten
75662574	overheid ; automatisering	2	2	automatisering
75627493	wildbescherming	2	2	natuurbescherming
75604949	elektrische centrales	2	1	elektrische centrales
75618737	plantenanatomie	2	3	biologie
75625849	vertalen	2	1	vertalen
75635534	hardlopen	2	3	sport
07561331x	bedrijven	2	1	bedrijven
75661608	nederlandse dialecten	2	3	taal
07563385x	twente	2	3	nederland
75624494	transseksualiteit	2	2	seksualiteit
75649446	costa rica	2	1	costa rica
75611430	katten	2	5	dieren
75659786	honden ; afzonderlijke rassen	2	4	dieren
75607549	getaltheorie	2	2	wiskunde
75657953	thuiszorg	2	3	gezondheidszorg
356293319	bevolkingsdaling	2	2	demografie
12625849x	noord-nederland	2	2	nederland
75634252	waddenzee	2	1	waddenzee
75659379	geothermische energie	2	2	energie
75607395	gereedschappen	2	1	gereedschappen
75608669	handschriften	2	1	handschriften
75678128	watergebieden	2	1	watergebieden
75599961	automatiseringstechniek	2	2	techniek
07565721x	bedrijfsgezondheidszorg	2	2	gezondheidszorg
304488429	rechten van het kind	2	2	mensenrechten
75605856	familierecht	2	2	recht
75615509	mineralogie	2	1	mineralogie
75660512	koopwoningen	2	3	gebouwen
75661470	muggen	2	5	dieren
75665565	wonen	2	1	wonen
155586378	usambara	2	2	tanzania
294703136	goederenrecht	2	2	recht
75627604	wisselkoersen	2	5	economie
75664399	toegepaste informatica	2	3	technologie
75685663	gemeentebeleid	2	2	overheidsbeleid
75687348	fietsverkeer	2	2	verkeer
75608200	grafologie	2	1	grafologie
75604221	discriminatie	2	1	discriminatie
75620847	rouw	2	4	sociale wetenschappen
07566108x	mannen	2	1	mannen
75604191	diplomatie	2	1	diplomatie
75662175	organisch afval	2	3	milieuverontreiniging
80705146	djakarta	2	2	indonesië
75606607	fysiotherapie	2	2	therapieën
07566481x	verzamelingenleer	2	2	wiskunde
75630931	griekenland	2	1	griekenland
75607980	godsdienstpsychologie	2	3	sociale wetenschappen
75627728	woningvraagstuk	2	1	woningvraagstuk
75609177	hoefdieren	2	3	dieren
75640260	groningen (prov.)	2	2	nederland
07562673x	voorbereidend wetenschappelijk onderwijs	2	3	onderwijs
334614716	elektrische auto's	2	4	vervoermiddelen
236273361	dwarslaesie	2	2	ziekteleer
29637749x	drugsbeleid	2	2	overheidsbeleid
75689057	arbitrage	2	2	rechtspraak
75607654	geweld	2	1	geweld
75624885	tijdrekening	2	1	tijdrekening
75615010	metaalbewerking	2	1	metaalbewerking
75637871	soedan	2	1	soedan
07566139x	moderne devotie	2	2	broederschappen
75611562	kerkgeschiedenis	2	2	geschiedenis
24241138x	joint ventures	2	2	ondernemingsvormen
240518918	rechtseconomie	2	2	recht
75622084	sociale wetenschappen	2	1	sociale wetenschappen
120460165	ouderen ; maatschappij	2	2	maatschappij
75613301	ondernemingen	2	1	ondernemingen
75661314	mijten	2	4	dieren
75608839	hoger beroepsonderwijs	2	3	onderwijs
75614871	medische sociologie	2	3	sociale wetenschappen
75604019	dienstplicht	2	1	dienstplicht
07562172x	slaapstoornissen	2	2	slapen
75616254	natuurgebieden	2	1	natuurgebieden
106517139	videofilmtechniek	2	2	filmtechniek
75603977	didactiek	2	2	onderwijskunde
75661950	onderwijsbegeleiding	2	1	onderwijsbegeleiding
75635313	taalkunde	2	1	taalkunde
75624664	tropische vissen	2	3	dieren
75664976	vliegtuigconstructies	2	4	techniek
75661632	nederlandse letterkunde ; 20e eeuw	2	3	letterkunde
75613131	latijnse letterkunde	2	2	letterkunde
75626810	warmteleer	2	2	natuurkunde
155926233	atlantische oceaan	2	1	atlantische oceaan
75619075	pompen	2	1	pompen
75626861	waterbouwkunde	2	2	bouwkunde
75658968	europese samenwerking	2	1	europese samenwerking
75616114	coniferen	2	3	planten
106811037	tsjechië	2	1	tsjechië
75687445	publiek-private samenwerking	2	2	bedrijfsleven
75598272	aandelen	2	5	economie
98254073	pragmatiek	2	2	taalwetenschap
75658011	carrière maken	2	1	carrière maken
99581760	oekraïne	2	1	oekraïne
75609827	hypotheken	2	5	economie
75611376	kartonindustrie	2	3	economie
75618850	plattelandsgeografie	2	3	geografie
235698598	kindersterfte	2	2	demografie
312981651	uiterwaarden	2	1	uiterwaarden
75604388	doofheid	2	3	ziekteleer
134808223	lobbyisme	2	2	politiek
75636816	watervoorziening	2	1	watervoorziening
75623528	taalachterstand	2	1	taalachterstand
75665417	wieren	2	2	planten
07566111x	marokkanen	2	3	antropologie
75665026	vluchtelingen	2	1	vluchtelingen
75624680	tropische vruchten	2	3	voedingsmiddelen
75666553	borneo (eiland)	2	1	borneo (eiland)
75601850	bosflora	2	2	bossen
75662655	ozon	2	1	ozon
75619822	psychotherapie	2	2	therapieën
11559535x	dioxines	2	3	milieuverontreiniging
75615398	milieuhygiëne	2	2	hygiëne
258125586	pilbara	2	2	australië
75666863	technologie en samenleving	2	2	maatschappij
75687984	expertsystemen	2	3	kunstmatige intelligentie
75600471	bedrijfssociologie	2	3	sociale wetenschappen
75624648	tropen	2	1	tropen
75615797	motivatie	2	4	sociale wetenschappen
75665492	wiskunde-onderwijs	2	2	onderwijs
75610779	jeugdgevangenissen	2	2	gevangeniswezen
75664038	steenkool	2	3	energie
75660431	kleuters	2	2	kinderen
07563886x	sahel	2	2	afrika
75680890	middellandse zeegebied	2	1	middellandse zeegebied
75629550	amsterdam	2	3	nederland
75606437	franse letterkunde	2	2	letterkunde
23525083x	cochabamba	2	4	amerika (dubbelcontinent)
75622335	spastici	2	2	lichamelijk gehandicapten
75635518	gezondheidsleer	2	1	gezondheidsleer
258970537	milieuchemie	2	2	chemie
75625253	veengronden	2	1	veengronden
75613581	colombia	2	3	amerika (dubbelcontinent)
07560101x	bevolkingsstatistiek	2	2	statistiek
75613115	lasers	2	1	lasers
07565699x	arbeidsmobiliteit	2	2	arbeid
75617242	ontwikkelingssamenwerking	2	1	ontwikkelingssamenwerking
75665700	17e eeuw	2	3	algemene geschiedenis
75660660	landbouwbeleid ; europa	2	3	overheidsbeleid
163609810	sociotechniek	2	4	sociale wetenschappen
75628430	ziektekostenverzekeringen	2	2	verzekeringen
07562785x	ijs (geologie)	2	3	natuurwetenschappen
75610191	inkoop	2	1	inkoop
75625628	verkoopkunde	2	4	economie
304295795	water	2	1	water
75668785	conserveren	2	1	conserveren
75598760	agrarisch recht	2	3	recht
75629992	chili	2	3	amerika (dubbelcontinent)
75616335	natuurreservaten	2	1	natuurreservaten
75677628	verenigde staten	2	3	amerika (dubbelcontinent)
75607050	geloofsleven	2	1	geloofsleven
75612755	kunstmatige satellieten	2	1	kunstmatige satellieten
07561958x	protestantisme	2	3	godsdienst
75618443	pensionering	2	1	pensionering
75657155	baby's	2	2	kinderen
75665735	ziekenhuizen ; economie	2	2	economie
75613077	landschapsbescherming	2	2	natuurbescherming
75656655	afrikaanse volken	2	3	antropologie
75661020	lymfvatenstelsel(ziekten)	2	2	ziekteleer
75627272	werknemers	2	1	werknemers
75627442	wettelijke aansprakelijkheid	2	2	aansprakelijkheid
75619830	puberteit	2	4	sociale wetenschappen
75606925	geiten	2	4	dieren
117230707	schoolloopbaan	2	1	schoolloopbaan
161914527	educatieve software	2	3	technologie
156728281	trauma's (psychologie)	2	3	sociale wetenschappen
136345964	vijvers	2	2	tuinaanleg
298939150	syndroom van turner	2	3	lichamelijk gehandicapten
173816533	rechtsinformatica	2	3	technologie
75624877	tijd	2	1	tijd
07562074x	sociobiologie	2	2	biologie
75672561	combinatietheorie	2	2	wiskunde
75664437	training (sport)	2	1	training (sport)
75684640	decentralisatie	2	2	overheidsorganisatie
75660849	levenskunst	2	1	levenskunst
75663678	seksualiteit ; mannen	2	2	seksualiteit
75677490	vreemdelingenrecht	2	2	recht
75637987	vrijwilligerswerk	2	2	arbeid
75610108	informatietheorie	2	1	informatietheorie
75626055	visserij	2	3	economie
75677504	mondheelkunde	2	2	geneeskunde
167259032	ambulancehulpverlening	2	2	verpleegkunde
75615444	militairen	2	2	krijgsmacht
75622033	sociale klassen	2	1	sociale klassen
205442609	eutrofiëring	2	1	eutrofiëring
75605422	ergonomie	2	1	ergonomie
75688883	automatisch vertalen	1	2	vertalen
301045054	domotica	1	2	woningbouw
75679779	verzekeringsrecht	1	2	recht
21566180x	prionziekten	1	2	ziekteleer
18906515x	cartesianisme	1	2	filosofische stelsels
184818672	aanbestedingsrecht	1	2	recht
75616742	notariaat	1	1	notariaat
75635054	religieuze bouwkunst	1	3	kunst
314850244	auditing	1	1	auditing
75612739	kunstmatige inseminatie (mens)	1	2	voortplanting
75625644	verkoudheid	1	3	ziekteleer
75625768	verpleegkundigen	1	1	verpleegkundigen
75611597	kerkvaders	1	2	patrologie
75606992	geldverkeer	1	2	betalingsverkeer
75625172	vakkenpakketkeuze	1	1	vakkenpakketkeuze
75620154	rechtsfilosofie	1	2	filosofie
75664828	verzoening (theologie)	1	2	theologie
75658070	chemisch onderzoek	1	2	wetenschappelijk onderzoek
75611813	kindermishandeling	1	2	geweld
191500151	decubitus	1	3	ziekteleer
291385893	syndroom van sotos	1	3	lichamelijk gehandicapten
75606232	flora	1	1	flora
75601583	boeddhisme	1	2	godsdienst
75660296	kernreactie	1	1	kernreactie
75661586	natuuronderwijs	1	2	onderwijs
75625571	verkeersongelukken	1	2	ongevallen
75619717	psychiatrische centra	1	2	inrichtingen
189892900	intuïtionisme (wiskunde)	1	2	wiskunde
75601982	bouwwetgeving	1	2	wet- en regelgeving
75611961	klassieke oudheid	1	3	algemene geschiedenis
189887990	cryptologie	1	1	cryptologie
75659220	gehandicapten ; beleid	1	2	overheidsbeleid
75650274	anorexia nervosa	1	3	ziekteleer
75661446	mondziekten	1	2	ziekteleer
75608596	handelswetenschappen	1	1	handelswetenschappen
75615630	windmolens	1	1	windmolens
75606178	filosofie	1	1	filosofie
157073491	geloof en wetenschap	1	1	geloof en wetenschap
148619576	whiplash	1	2	ziekteleer
75620391	rekenstoornissen	1	2	leerstoornissen
07561054x	italiaanse letterkunde	1	2	letterkunde
75658917	erfpacht	1	2	pacht
75627698	woninghygiëne	1	2	hygiëne
07561913x	popmuziek	1	3	kunst
75660334	kinderloosheid	1	1	kinderloosheid
75603659	daltononderwijs	1	2	onderwijs
75668041	sponzen	1	3	dieren
75623021	stervensbegeleiding ; medische aspecten	1	2	stervensbegeleiding
258322926	ondergronds bouwen	1	3	techniek
75618389	pedagogiek	1	2	agologie
75612682	kunstbeleid	1	2	overheidsbeleid
291382223	syndroom van prader-willi	1	3	lichamelijk gehandicapten
75607506	gesprekstechniek	1	1	gesprekstechniek
75664879	veteranenziekte	1	2	ziekteleer
75616777	numismatiek	1	1	numismatiek
75616432	nederlandse taalkunde	1	2	taalkunde
291429092	beslag- en executierecht	1	4	recht
07561314x	latijnse taalkunde	1	2	taalkunde
212687778	wavelet theorie	1	3	wiskunde
75611589	kerkrecht	1	2	recht
75605031	elektro-akoestiek	1	4	natuurkunde
75617188	ontslagrecht	1	2	recht
75624559	trekvogels	1	3	dieren
184818842	mededingingsrecht	1	2	recht
75616130	naamkunde	1	1	naamkunde
75627817	filosofische antropologie	1	2	filosofie
75620774	romeinse rijk	1	4	algemene geschiedenis
75619598	protestantse kerken	1	2	kerkgenootschappen
75659662	grootwinkelbedrijf	1	3	handel
75663562	schakeltechniek	1	2	techniek
75608421	grondwet	1	2	wetten
75664216	taalonderwijs	1	2	onderwijs
75660261	kerk en maatschappij	1	2	maatschappij
75620367	rekenkunde	1	2	wiskunde
75616904	ombudsman	1	1	ombudsman
75625407	verbrandingsturbines	1	4	werktuigbouwkunde
75614626	marihuana	1	4	verdovende middelen
75607956	godsdienstfilosofie	1	2	filosofie
75601494	bloembiologie	1	2	biologie
75658534	deegwaren	1	2	kookkunst
75664291	techniek ; geschiedenis	1	2	geschiedenis
75666960	creooltalen	1	2	letterkunde
75663872	spelling	1	3	taalwetenschap
75659190	gassen ; natuurkunde	1	2	gassen@@
75610167	inkomensbesteding	1	4	economie
75679922	amazone (rivier)	1	3	amerika (dubbelcontinent)
75612992	landbouworganisaties	1	4	economie
75605740	existentialisme	1	2	filosofische stelsels
07565993x	individualisering	1	2	sociale veranderingen
75664585	uranium	1	1	uranium
75603055	classificaties	1	1	classificaties
75657309	bedrijven ; automatisering	1	2	bedrijven
163329117	edi	1	3	communicatie
75607875	glasvezeltechniek	1	3	techniek
75661071	management ; non-profitorganisaties	1	2	management
75615215	micro-economie	1	2	economie
75610922	journalistiek	1	1	journalistiek
75690411	grafische programma's	1	2	computerprogramma's
75662698	parkeren	1	1	parkeren
215863674	india ; economie	1	2	india
299111229	socialezekerheidsrecht	1	2	recht
75658771	verlofregelingen	1	4	recht
75624451	transformatoren	1	1	transformatoren
75608081	goud	1	3	metalen
75616408	nederland ; sociografie	1	2	sociografie
291372171	publieke opinie	1	1	publieke opinie
75664089	strafprocessen	1	1	strafprocessen
75657511	bewegingsoefeningen	1	2	gymnastiek
75623846	telefonie	1	3	communicatie
75664070	stoma's	1	1	stoma's
75636123	navigatie	1	1	navigatie
75606496	friesland ; geschiedenis	1	3	geschiedenis
75620634	revoluties	1	1	revoluties
75663031	potplanten	1	2	planten
75627183	wereldoorlog ii	1	2	oorlogen
75636050	terschelling	1	3	nederland
75662191	osmose	1	3	chemie
75605376	enquêtes	1	2	sociologische onderzoeksmethoden
41683826x	elektronische patiëntendossiers	1	4	technologie
255802099	genetische algoritmen	1	2	wiskunde
75609983	indonesië ; geschiedenis	1	2	geschiedenis
75620960	russische taalkunde	1	2	taalkunde
240584244	tsjetsjenië	1	2	russische federatie
75614154	lood	1	2	metalen
75689766	kaukasus	1	1	kaukasus
301076766	conflictbemiddeling	1	1	conflictbemiddeling
75606097	filmkunst	1	2	kunst
75664755	verlamming	1	3	ziekteleer
162706189	limnologie	1	4	natuurwetenschappen
75602229	letterkunde ; overige talen	1	2	letterkunde
75647605	mesopotamië	1	2	irak
07560955x	huishoudbudget	1	2	budgettering
75625679	verlichtingstechniek	1	2	techniek
75619806	psychosomatische geneeskunde	1	2	geneeskunde
75623579	tabak	1	2	genotmiddelen
310706041	koude oorlog	1	3	algemene geschiedenis
75620197	reclame	1	1	reclame
75602318	burgerlijk procesrecht	1	3	recht
267645848	stortgoed	1	2	materialenkennis
207318727	tijdmanagement	1	2	tijd
07562771x	woningonderhoud	1	2	onderhoud
75625792	verslaving	1	1	verslaving
07563872x	molukken	1	2	melanesië
07560244x	bijenteelt	1	6	dieren
75599481	arbeidsbemiddeling	1	2	arbeid
75673827	schiphol	1	3	nederland
75688085	georganiseerde misdaad	1	2	criminaliteit
75619849	public relations	1	1	public relations
75624656	tropische groenten	1	3	voedingsmiddelen
75683253	rekenonderwijs	1	2	onderwijs
75605910	fascisme	1	2	politieke stromingen
387520082	3d-printen	1	2	computertoepassingen
07998746x	intramurale gezondheidszorg	1	2	gezondheidszorg
164139699	elektronische post	1	3	verkeer
75606526	friesland ; sociografie	1	3	sociografie
75636662	oorlogen	1	1	oorlogen
75633868	sierra leone	1	1	sierra leone
75612615	kruisverenigingen	1	3	rechtspersonen
75624842	tunnels	1	1	tunnels
121648737	sanskriet	1	3	letterkunde
229721427	interculturele communicatie	1	4	sociale wetenschappen
75599082	anatomie	1	3	biologie
75659603	groenvoorzieningen	1	1	groenvoorzieningen
239223098	brede scholen	1	2	onderwijs
75609622	humanisme	1	2	filosofie
75665859	zuid-amerikaanse volken	1	3	antropologie
75635976	kreta	1	2	griekenland
238895009	oude noorden (rotterdam)	1	4	nederland
237782820	bamboe	1	2	grassen
121904644	theaterwetenschap	1	1	theaterwetenschap
75611848	jeugdrecht	1	2	recht
75663805	sociale uitkeringen	1	1	sociale uitkeringen
07560647x	friese letterkunde	1	2	letterkunde
75606461	fresco's	1	4	kunst
75602814	china ; geschiedenis	1	2	geschiedenis
370912136	pathofysiologie	1	2	fysiologie
75662418	ezechiël	1	3	bijbels
207229090	pesten	1	5	sociale wetenschappen
75616289	natuurkunde	1	1	natuurkunde
189186674	stedelijke economie	1	2	economie
75620812	rooms-katholicisme	1	3	godsdienst
75618435	pensioenverzekeringen	1	2	verzekeringen
07565783x	bouwkunst ; geschiedenis	1	2	geschiedenis
75665263	weidebouw	1	4	economie
75608316	griekse taalkunde	1	2	taalkunde
75610183	inkomstenbelasting	1	2	belastingen
75635011	autobiografie	1	2	biografie
75611023	kabels en leidingen	1	1	kabels en leidingen
75600986	bevallingen	1	3	geneeskunde
75601397	blaasinstrumenten	1	2	muziekinstrumenten
75660016	integratie (sociologie)	1	3	sociale wetenschappen
75675323	meerlingen	1	1	meerlingen
07560552x	ethiek	1	1	ethiek
75676990	dienstensector	1	2	economie
84393939	analoge techniek	1	3	techniek
165742380	zuidoost-aziatische taal- en letterkunde	1	2	letterkunde
375264450	prosodie (taalwetenschap)	1	3	taalwetenschap
75661764	handelingen der apostelen	1	3	bijbels
75599341	apocriefen	1	2	bijbels
07563676x	luchtverkeer	1	3	logistiek
75631970	latijns-amerika	1	2	amerika (dubbelcontinent)
07561975x	psychologie	1	2	sociale wetenschappen
75621584	seksuologie	1	1	seksuologie
75628260	zelfdoding	1	1	zelfdoding
75628066	zeeflora	1	3	flora
420705503	zuid-australië	1	2	australië
75614634	marine	1	2	krijgsmacht
292336152	paleobotanie	1	2	paleontologie
07566478x	verpleegkundige technieken	1	2	verpleegkunde
75642131	guyana	1	3	amerika (dubbelcontinent)
75612747	kunstmatige inseminatie (vee)	1	2	voortplanting
75630052	curaçao	1	1	curaçao
75632675	namibië	1	1	namibië
323871712	mindfulness	1	4	therapieën
75686457	draagmoederschap	1	4	familie(relaties)
75662817	personeelsbeoordeling	1	2	personeelsbeleid
75614049	literatuursociologie	1	3	sociale wetenschappen
75604884	effectenwezen	1	4	economie
230088244	kankerverwekkende stoffen	1	3	ziekteleer
185918115	verdroging	1	2	waterhuishouding
264105591	uml	1	4	technologie
75613468	inlichtingen- en veiligheidsdiensten	1	1	inlichtingen- en veiligheidsdiensten
75622114	sociolinguïstiek	1	2	taalwetenschap
75637146	brieven	1	1	brieven
75689510	ouderenzorg	1	3	gezondheidszorg
142944041	guyane	1	3	amerika (dubbelcontinent)
240774655	warmtepompen	1	2	pompen
75636913	oss	1	3	nederland
75667711	himalaya	1	1	himalaya
75657651	biologie-onderwijs	1	2	onderwijs
07565833x	computerspelen	1	2	spelen
38902970x	tibetaans plateau	1	1	tibetaans plateau
07563418x	suriname	1	3	amerika (dubbelcontinent)
75603853	detailhandel	1	2	handel
75613867	lichaamstaal	1	2	taal
75664224	tandaandoeningen	1	2	ziekteleer
237938758	presentatie	1	2	communicatie
87623099	oost-europa ; economie	1	2	oost-europa
216265444	beroepsaansprakelijkheid	1	2	aansprakelijkheid
75603497	creativiteit	1	1	creativiteit
75672189	caribisch gebied	1	2	amerika (dubbelcontinent)
264573919	indianentalen	1	2	taalkunde
153258764	oostvaardersplassen	1	3	nederland
186033907	andhra pradesh	1	2	india
75660245	kerkelijke ambten	1	1	kerkelijke ambten
75615290	middeleeuwen	1	2	algemene geschiedenis
09787177x	edp-auditing	1	2	auditing
75633280	polen	1	1	polen
75626977	watervogels	1	3	dieren
363409645	ioniserende straling	1	2	straling
07560888x	heiligen	1	1	heiligen
75640902	ely	1	3	verenigd koninkrijk
75606542	functieleer (psychologie)	1	3	sociale wetenschappen
75633175	pakistan	1	1	pakistan
75665255	waterleiding	1	1	waterleiding
371228476	behaviorisme	1	2	sociale wetenschappen
357380347	sportpsychologie	1	3	sociale wetenschappen
308006887	sportsociologie	1	3	sociale wetenschappen
154134341	seksuele intimidatie	1	1	seksuele intimidatie
75628201	zeevogels	1	3	dieren
75603225	computers	1	1	computers
149159765	fytotherapie	1	2	therapieën
187570019	psoriasis	1	3	ziekteleer
75614405	maatschappij	1	1	maatschappij
91429226	somalië	1	2	afrika
189860413	elektro-encefalografie	1	3	geneeskunde
236400959	lasertherapie	1	2	therapieën
75620049	radiozendontvangers	1	1	radiozendontvangers
75664631	vaste-stofchemie	1	2	chemie
75663368	religieuze bewegingen	1	2	godsdienst
75660806	leesonderwijs	1	2	lezen
75604752	dijken	1	4	bouwkunde
85992798	vrouwenhandel	1	3	handel
75636557	vaartuigen	1	2	vervoermiddelen
75615711	moorden	1	2	criminaliteit
75621185	scheepsinstallaties	1	3	techniek
75661195	medezeggenschap ; bedrijven	1	2	medezeggenschap
75664534	turkse taal- en letterkunde	1	2	letterkunde
75634023	spanje	1	1	spanje
227509889	integraalvergelijkingen	1	2	wiskunde
75609568	huishoudelijke apparaten	1	1	huishoudelijke apparaten
75610302	interieurkunst	1	2	kunst
75603594	cultuurpsychologie	1	3	sociale wetenschappen
75603128	communicatiemedia	1	1	communicatiemedia
231028326	waterkeringen	1	3	bouwkunde
75639351	cuba	1	1	cuba
75665794	ziektewet	1	3	recht
07566030x	kernsplitsing	1	1	kernsplitsing
75620103	rassenvraagstuk	1	3	antropologie
295880872	india ; geschiedenis	1	2	geschiedenis
75633418	roemenië	1	1	roemenië
75626330	internationaal publiek recht	1	3	recht
75677806	peking	1	2	china
07560065x	bejaardenzorg	1	3	gezondheidszorg
191041750	buenos aires	1	4	amerika (dubbelcontinent)
75618702	planeten	1	2	astronomie
75599058	analytische meetkunde	1	3	wiskunde
75624044	terrorisme	1	2	geweld
75615703	monumentenzorg	1	1	monumentenzorg
75621126	schadelijke insecten	1	5	dieren
75626888	waterplanten	1	2	planten
07566559x	woonlasten	1	1	woonlasten
75628406	ziekenverpleging	1	2	verpleegkunde
75612828	kunstverzamelen	1	5	tijd
75623803	tekenkunst	1	3	kunst
07560390x	dialectologie	1	2	taalwetenschap
236307525	fotogrammetrie	1	2	remote sensing
75628163	zeerecht	1	2	recht
244173850	meertaligheid	1	2	taal
75614057	literatuurwetenschap	1	1	literatuurwetenschap
75614022	literatuurgeschiedenis	1	1	literatuurgeschiedenis
75666847	ruimterecht	1	2	recht
75616351	natuurwetenschappen	1	1	natuurwetenschappen
07561376x	letterkunde	1	1	letterkunde
75602768	chemisch reinigen	1	2	huishouden
75625814	verspanende metaalbewerking	1	2	metaalbewerking
75627507	wilde dieren	1	2	dieren
75617374	oosterse kerken	1	2	kerkgenootschappen
75627957	ijzersmeedkunst	1	3	kunst
75616793	obligaties	1	5	economie
75681927	onteigening	1	1	onteigening
75602202	speciaal onderwijs	1	2	onderwijs
75622106	sociografie	1	1	sociografie
07566335x	relatievormen	1	1	relatievormen
75615002	merkenrecht	1	4	recht
75619814	psychosomatische ziekten	1	2	ziekteleer
75610337	internationaal privaatrecht	1	3	recht
75600935	betalingsverkeer	1	1	betalingsverkeer
75663651	schrijven	1	1	schrijven
75608391	groepstherapie	1	2	therapieën
75604833	economische prognoses	1	2	voorspellingen
75664127	studiebegeleiding	1	2	studeren
75623102	stoïcisme	1	2	filosofische stelsels
75624176	theologie	1	1	theologie
154083402	gips	1	1	gips
75660768	leermethoden	1	1	leermethoden
173414834	mechatronica	1	3	technologie
75675064	indiase taal- en letterkunde	1	2	letterkunde
75617366	oosterse godsdiensten	1	2	godsdienst
75603748	defensiepolitiek	1	2	politiek
75658704	economisch recht	1	2	recht
75603624	cybernetica	1	1	cybernetica
75609118	historische geografie	1	2	geografie
149699050	centraal-azië	1	1	centraal-azië
75636700	telecommunicatie	1	2	communicatie
75625148	vakanties	1	1	vakanties
75604566	drenthe ; sociografie	1	3	sociografie
75602326	burgerlijk wetboek	1	2	wetten
75599651	archieven	1	1	archieven
75652927	massamedia	1	2	communicatiemedia
75612712	kunsthandel	1	2	handel
75662701	partners	1	2	relatievormen
191527335	hindi	1	3	letterkunde
75628031	zeeën	1	1	zeeën
75606933	gelaatkunde	1	1	gelaatkunde
07560843x	groningen (prov.) ; geschiedenis	1	3	geschiedenis
75604795	econometrie	1	2	economie
24398958x	kwelders	1	2	watergebieden
75659328	gemeentefinanciën	1	4	politiek
75599473	arbeidsanalyse	1	2	arbeid
331358077	zwarte gaten	1	2	astronomie
75613387	afspeelapparatuur	1	2	geluidsapparatuur
291332498	speekselklier(ziekten)	1	3	ziekteleer
75690802	klierziekten	1	2	ziekteleer
75620081	raketmotoren	1	4	werktuigbouwkunde
75660830	leningen	1	4	economie
324175795	mashonaland	1	2	rhodesië
204442451	zambesi (rivier)	1	2	zuidelijk afrika
217257666	iraanse taal- en letterkunde	1	2	letterkunde
75663295	reflexzonetherapie	1	2	therapieën
188277978	schuldhulpverlening	1	2	hulpverlening
75684357	telematica	1	3	technologie
07560969x	huurwetgeving	1	2	wet- en regelgeving
75608928	helikopters	1	3	vervoermiddelen
75665921	zwakstroom-techniek	1	3	techniek
75628252	zelfbeschikkingsrecht	1	2	recht
07561510x	meteorieten	1	2	astronomie
75612305	koloniale geschiedenis ; buitenland	1	2	geschiedenis
75618540	persvrijheid	1	3	grondrechten
75651181	singapore	1	1	singapore
75610981	kaas	1	3	voedingsmiddelen
75659255	geld	1	1	geld
75650576	glasgow	1	3	verenigd koninkrijk
75627795	wijn	1	3	dranken
75623382	studievoorlichting	1	2	voorlichting
75657384	bejaardenverpleging	1	2	verpleegkunde
75663856	sociologische onderzoeksmethoden	1	1	sociologische onderzoeksmethoden
75624230	tin	1	2	metalen
75603292	conditietraining	1	1	conditietraining
39092833x	synthetische biologie	1	3	technologie
75608855	heideflora	1	2	flora
75660601	kunstenaars	1	1	kunstenaars
75607107	geluidshinder	1	2	milieuverontreiniging
28240631x	la réunion	1	1	la réunion
75661349	milieuwetten	1	2	wetten
75609029	hersenanatomie	1	4	biologie
75609614	hulpverlening	1	1	hulpverlening
75613840	lexicografie	1	2	taalwetenschap
75604841	economische stelsels	1	1	economische stelsels
75665689	zelfkennis	1	4	sociale wetenschappen
75601060	bewustzijnspsychologie	1	3	sociale wetenschappen
344762122	caribisch nederland	1	1	caribisch nederland
75660865	lezen	1	1	lezen
75660911	literatuuronderwijs	1	2	onderwijs
75658143	christendom en islam	1	1	christendom en islam
75663341	relatieproblemen	1	1	relatieproblemen
75689537	ouderenhuisvesting	1	3	overheidsbeleid
75627175	wereldoorlog i	1	2	oorlogen
75680106	muziekpsychologie	1	3	sociale wetenschappen
75616017	muziekonderwijs	1	2	onderwijs
75605724	exacte wetenschappen	1	1	exacte wetenschappen
75598817	alcoholische dranken	1	2	dranken
75614391	maatschappelijke gezondheidszorg	1	2	gezondheidszorg
07562561x	verkiezingen	1	1	verkiezingen
75665018	vluchtcontrole	1	3	techniek
75601346	biologie	1	1	biologie
75658615	differentiatie (onderwijs)	1	2	onderwijs
07562804x	zeefauna	1	3	fauna
157024660	arctica	1	1	arctica
07563919x	sicilië	1	2	italië
75617935	paardensport	1	2	sport
75603802	denken	1	4	sociale wetenschappen
75613689	leesstoornissen	1	2	leerstoornissen
75626578	vrachtauto's	1	4	vervoermiddelen
75657252	bedrijfsomzet	1	3	economie
75606305	fossielen	1	2	paleontologie
75634805	zweden	1	1	zweden
89431251	zwarte zee	1	1	zwarte zee
75598981	ambtenaren	1	2	werknemers
75639009	gambia	1	1	gambia
75628686	zuigelingenzorg	1	2	gezondheidszorg
75673290	toegepaste taalwetenschap	1	2	taalwetenschap
75658763	economische orde	1	1	economische orde
75650932	couveusekinderen	1	3	kinderen
75616645	nonnen	1	1	nonnen
75661276	middelnederlandse letterkunde	1	3	letterkunde
75621835	sluizen	1	4	bouwkunde
