itemNumber	string	score	depth	hierarchy_1	hierarchy_2	hierarchy_3	hierarchy_4	hierarchy_5
75661470	muggen	2	5	dieren	ongewervelde dieren	geleedpotige dieren	insecten	muggen
75665565	wonen	2	1	wonen				
155586378	usambara	2	2	tanzania	usambara			
294703136	goederenrecht	2	2	recht	goederenrecht			
75627604	wisselkoersen	2	5	economie	financiële markten	geldmarkt	valutamarkt	wisselkoersen
75664399	toegepaste informatica	2	3	technologie	informatietechnologie	toegepaste informatica		
75685663	gemeentebeleid	2	2	overheidsbeleid	gemeentebeleid			
75687348	fietsverkeer	2	2	verkeer	fietsverkeer			
75608200	grafologie	2	1	grafologie				
75604221	discriminatie	2	1	discriminatie				
75620847	rouw	2	4	sociale wetenschappen	psychologie	sociale psychologie	rouw	
07566108x	mannen	2	1	mannen				
75604191	diplomatie	2	1	diplomatie				
75662175	organisch afval	2	3	milieuverontreiniging	afvalstoffen	organisch afval		
80705146	djakarta	2	2	indonesië	djakarta			
75606607	fysiotherapie	2	2	therapieën	fysiotherapie			
07566481x	verzamelingenleer	2	2	wiskunde	verzamelingenleer			
75630931	griekenland	2	1	griekenland				
75607980	godsdienstpsychologie	2	3	sociale wetenschappen	psychologie	godsdienstpsychologie		
75627728	woningvraagstuk	2	1	woningvraagstuk				
75609177	hoefdieren	2	3	dieren	zoogdieren	hoefdieren		
75640260	groningen (prov.)	2	2	nederland	groningen (prov.)			
07562673x	voorbereidend wetenschappelijk onderwijs	2	3	onderwijs	voortgezet onderwijs	voorbereidend wetenschappelijk onderwijs		
334614716	elektrische auto's	2	4	vervoermiddelen	motorvoertuigen	auto's	elektrische auto's	
236273361	dwarslaesie	2	2	ziekteleer	dwarslaesie			
29637749x	drugsbeleid	2	2	overheidsbeleid	drugsbeleid			
75689057	arbitrage	2	2	rechtspraak	arbitrage			
75607654	geweld	2	1	geweld				
75624885	tijdrekening	2	1	tijdrekening				
75615010	metaalbewerking	2	1	metaalbewerking				
75637871	soedan	2	1	soedan				
07566139x	moderne devotie	2	2	broederschappen	moderne devotie			
75611562	kerkgeschiedenis	2	2	geschiedenis	kerkgeschiedenis			
24241138x	joint ventures	2	2	ondernemingsvormen	joint ventures			
240518918	rechtseconomie	2	2	recht	rechtseconomie			
75622084	sociale wetenschappen	2	1	sociale wetenschappen				
120460165	ouderen ; maatschappij	2	2	maatschappij	ouderen ; maatschappij			
75613301	ondernemingen	2	1	ondernemingen				
75661314	mijten	2	4	dieren	ongewervelde dieren	geleedpotige dieren	mijten	
75608839	hoger beroepsonderwijs	2	3	onderwijs	hoger onderwijs	hoger beroepsonderwijs		
75614871	medische sociologie	2	3	sociale wetenschappen	sociologie	medische sociologie		
75604019	dienstplicht	2	1	dienstplicht				
07562172x	slaapstoornissen	2	2	slapen	slaapstoornissen			
75616254	natuurgebieden	2	1	natuurgebieden				
106517139	videofilmtechniek	2	2	filmtechniek	videofilmtechniek			
75603977	didactiek	2	2	onderwijskunde	didactiek			
75661950	onderwijsbegeleiding	2	1	onderwijsbegeleiding				
75635313	taalkunde	2	1	taalkunde				
75624664	tropische vissen	2	3	dieren	vissen	tropische vissen		
75664976	vliegtuigconstructies	2	4	techniek	luchtvaarttechniek	vliegtuigbouw	vliegtuigconstructies	
75661632	nederlandse letterkunde ; 20e eeuw	2	3	letterkunde	nederlandse letterkunde	nederlandse letterkunde ; 20e eeuw		
75613131	latijnse letterkunde	2	2	letterkunde	latijnse letterkunde			
75626810	warmteleer	2	2	natuurkunde	warmteleer			
155926233	atlantische oceaan	2	1	atlantische oceaan				
75619075	pompen	2	1	pompen				
75626861	waterbouwkunde	2	2	bouwkunde	waterbouwkunde			
75658968	europese samenwerking	2	1	europese samenwerking				
75616114	coniferen	2	3	planten	bomen	coniferen		
106811037	tsjechië	2	1	tsjechië				
75687445	publiek-private samenwerking	2	2	bedrijfsleven	publiek-private samenwerking			
75598272	aandelen	2	5	economie	financiële markten	kapitaalmarkt	effectenwezen	aandelen
98254073	pragmatiek	2	2	taalwetenschap	pragmatiek			
75658011	carrière maken	2	1	carrière maken				
99581760	oekraïne	2	1	oekraïne				
75609827	hypotheken	2	5	economie	financiële markten	geldmarkt	leningen	hypotheken
75611376	kartonindustrie	2	3	economie	industrie	kartonindustrie		
75618850	plattelandsgeografie	2	3	geografie	sociale geografie	plattelandsgeografie		
235698598	kindersterfte	2	2	demografie	kindersterfte			
312981651	uiterwaarden	2	1	uiterwaarden				
75604388	doofheid	2	3	ziekteleer	keel-, neus- en oorziekten	doofheid		
134808223	lobbyisme	2	2	politiek	lobbyisme			
75636816	watervoorziening	2	1	watervoorziening				
75623528	taalachterstand	2	1	taalachterstand				
75665417	wieren	2	2	planten	wieren			
07566111x	marokkanen	2	3	antropologie	culturele antropologie	marokkanen		
75665026	vluchtelingen	2	1	vluchtelingen				
75624680	tropische vruchten	2	3	voedingsmiddelen	fruit	tropische vruchten		
75666553	borneo (eiland)	2	1	borneo (eiland)				
75601850	bosflora	2	2	bossen	bosflora			
75662655	ozon	2	1	ozon				
75619822	psychotherapie	2	2	therapieën	psychotherapie			
11559535x	dioxines	2	3	milieuverontreiniging	gevaarlijke stoffen	dioxines		
75615398	milieuhygiëne	2	2	hygiëne	milieuhygiëne			
258125586	pilbara	2	2	australië	pilbara			
75666863	technologie en samenleving	2	2	maatschappij	technologie en samenleving			
75687984	expertsystemen	2	3	kunstmatige intelligentie	kennissystemen	expertsystemen		
75600471	bedrijfssociologie	2	3	sociale wetenschappen	sociologie	bedrijfssociologie		
75624648	tropen	2	1	tropen				
75615797	motivatie	2	4	sociale wetenschappen	psychologie	vergelijkende psychologie	motivatie	
75665492	wiskunde-onderwijs	2	2	onderwijs	wiskunde-onderwijs			
75610779	jeugdgevangenissen	2	2	gevangeniswezen	jeugdgevangenissen			
75664038	steenkool	2	3	energie	brandstoffen	steenkool		
75660431	kleuters	2	2	kinderen	kleuters			
07563886x	sahel	2	2	afrika	sahel			
75680890	middellandse zeegebied	2	1	middellandse zeegebied				
75629550	amsterdam	2	3	nederland	noord-holland	amsterdam		
75606437	franse letterkunde	2	2	letterkunde	franse letterkunde			
23525083x	cochabamba	2	4	amerika (dubbelcontinent)	zuid-amerika	bolivia	cochabamba	
75622335	spastici	2	2	lichamelijk gehandicapten	spastici			
75635518	gezondheidsleer	2	1	gezondheidsleer				
258970537	milieuchemie	2	2	chemie	milieuchemie			
75625253	veengronden	2	1	veengronden				
75613581	colombia	2	3	amerika (dubbelcontinent)	zuid-amerika	colombia		
07560101x	bevolkingsstatistiek	2	2	statistiek	bevolkingsstatistiek			
75613115	lasers	2	1	lasers				
07565699x	arbeidsmobiliteit	2	2	arbeid	arbeidsmobiliteit			
75617242	ontwikkelingssamenwerking	2	1	ontwikkelingssamenwerking				
75665700	17e eeuw	2	3	algemene geschiedenis	nieuwe geschiedenis	17e eeuw		
75660660	landbouwbeleid ; europa	2	3	overheidsbeleid	landbouwbeleid	landbouwbeleid ; europa		
163609810	sociotechniek	2	4	sociale wetenschappen	sociologie	organisatiesociologie	sociotechniek	
75628430	ziektekostenverzekeringen	2	2	verzekeringen	ziektekostenverzekeringen			
07562785x	ijs (geologie)	2	3	natuurwetenschappen	geologie	ijs (geologie)		
75610191	inkoop	2	1	inkoop				
75625628	verkoopkunde	2	4	economie	bedrijfseconomie	marketing	verkoopkunde	
304295795	water	2	1	water				
75668785	conserveren	2	1	conserveren				
75598760	agrarisch recht	2	3	recht	omgevingsrecht	agrarisch recht		
75629992	chili	2	3	amerika (dubbelcontinent)	zuid-amerika	chili		
75616335	natuurreservaten	2	1	natuurreservaten				
75677628	verenigde staten	2	3	amerika (dubbelcontinent)	noord-amerika	verenigde staten		
75607050	geloofsleven	2	1	geloofsleven				
75612755	kunstmatige satellieten	2	1	kunstmatige satellieten				
07561958x	protestantisme	2	3	godsdienst	christendom	protestantisme		
75618443	pensionering	2	1	pensionering				
75657155	baby's	2	2	kinderen	baby's			
75665735	ziekenhuizen ; economie	2	2	economie	ziekenhuizen ; economie			
75613077	landschapsbescherming	2	2	natuurbescherming	landschapsbescherming			
75656655	afrikaanse volken	2	3	antropologie	culturele antropologie	afrikaanse volken		
75661020	lymfvatenstelsel(ziekten)	2	2	ziekteleer	lymfvatenstelsel(ziekten)			
75627272	werknemers	2	1	werknemers				
75627442	wettelijke aansprakelijkheid	2	2	aansprakelijkheid	wettelijke aansprakelijkheid			
75619830	puberteit	2	4	sociale wetenschappen	psychologie	ontwikkelingspsychologie	puberteit	
75606925	geiten	2	4	dieren	zoogdieren	hoefdieren	geiten	
117230707	schoolloopbaan	2	1	schoolloopbaan				
161914527	educatieve software	2	3	technologie	onderwijstechnologie	educatieve software		
156728281	trauma's (psychologie)	2	3	sociale wetenschappen	psychologie	trauma's (psychologie)		
136345964	vijvers	2	2	tuinaanleg	vijvers			
298939150	syndroom van turner	2	3	lichamelijk gehandicapten	aangeboren afwijkingen	syndroom van turner		
173816533	rechtsinformatica	2	3	technologie	informatietechnologie	rechtsinformatica		
75624877	tijd	2	1	tijd				
07562074x	sociobiologie	2	2	biologie	sociobiologie			
75672561	combinatietheorie	2	2	wiskunde	combinatietheorie			
75664437	training (sport)	2	1	training (sport)				
75684640	decentralisatie	2	2	overheidsorganisatie	decentralisatie			
75660849	levenskunst	2	1	levenskunst				
75663678	seksualiteit ; mannen	2	2	seksualiteit	seksualiteit ; mannen			
75677490	vreemdelingenrecht	2	2	recht	vreemdelingenrecht			
75637987	vrijwilligerswerk	2	2	arbeid	vrijwilligerswerk			
75610108	informatietheorie	2	1	informatietheorie				
75626055	visserij	2	3	economie	agrosector	visserij		
75677504	mondheelkunde	2	2	geneeskunde	mondheelkunde			
167259032	ambulancehulpverlening	2	2	verpleegkunde	ambulancehulpverlening			
75615444	militairen	2	2	krijgsmacht	militairen			
75622033	sociale klassen	2	1	sociale klassen				
205442609	eutrofiëring	2	1	eutrofiëring				
75605422	ergonomie	2	1	ergonomie				
75688883	automatisch vertalen	1	2	vertalen	automatisch vertalen			
301045054	domotica	1	2	woningbouw	domotica			
75679779	verzekeringsrecht	1	2	recht	verzekeringsrecht			
21566180x	prionziekten	1	2	ziekteleer	prionziekten			
18906515x	cartesianisme	1	2	filosofische stelsels	cartesianisme			
184818672	aanbestedingsrecht	1	2	recht	aanbestedingsrecht			
75616742	notariaat	1	1	notariaat				
75635054	religieuze bouwkunst	1	3	kunst	religieuze kunst	religieuze bouwkunst		
314850244	auditing	1	1	auditing				
75612739	kunstmatige inseminatie (mens)	1	2	voortplanting	kunstmatige inseminatie (mens)			
75625644	verkoudheid	1	3	ziekteleer	keel-, neus- en oorziekten	verkoudheid		
75625768	verpleegkundigen	1	1	verpleegkundigen				
75611597	kerkvaders	1	2	patrologie	kerkvaders			
75606992	geldverkeer	1	2	betalingsverkeer	geldverkeer			
75625172	vakkenpakketkeuze	1	1	vakkenpakketkeuze				
75620154	rechtsfilosofie	1	2	filosofie	rechtsfilosofie			
75664828	verzoening (theologie)	1	2	theologie	verzoening (theologie)			
75658070	chemisch onderzoek	1	2	wetenschappelijk onderzoek	chemisch onderzoek			
75611813	kindermishandeling	1	2	geweld	kindermishandeling			
191500151	decubitus	1	3	ziekteleer	wonden	decubitus		
291385893	syndroom van sotos	1	3	lichamelijk gehandicapten	aangeboren afwijkingen	syndroom van sotos		
75606232	flora	1	1	flora				
75601583	boeddhisme	1	2	godsdienst	boeddhisme			
75660296	kernreactie	1	1	kernreactie				
75661586	natuuronderwijs	1	2	onderwijs	natuuronderwijs			
75625571	verkeersongelukken	1	2	ongevallen	verkeersongelukken			
75619717	psychiatrische centra	1	2	inrichtingen	psychiatrische centra			
189892900	intuïtionisme (wiskunde)	1	2	wiskunde	intuïtionisme (wiskunde)			
75601982	bouwwetgeving	1	2	wet- en regelgeving	bouwwetgeving			
75611961	klassieke oudheid	1	3	algemene geschiedenis	oude geschiedenis	klassieke oudheid		
189887990	cryptologie	1	1	cryptologie				
75659220	gehandicapten ; beleid	1	2	overheidsbeleid	gehandicapten ; beleid			
75650274	anorexia nervosa	1	3	ziekteleer	eetstoornissen	anorexia nervosa		
75661446	mondziekten	1	2	ziekteleer	mondziekten			
75608596	handelswetenschappen	1	1	handelswetenschappen				
75615630	windmolens	1	1	windmolens				
75606178	filosofie	1	1	filosofie				
157073491	geloof en wetenschap	1	1	geloof en wetenschap				
148619576	whiplash	1	2	ziekteleer	whiplash			
75620391	rekenstoornissen	1	2	leerstoornissen	rekenstoornissen			
07561054x	italiaanse letterkunde	1	2	letterkunde	italiaanse letterkunde			
75658917	erfpacht	1	2	pacht	erfpacht			
75627698	woninghygiëne	1	2	hygiëne	woninghygiëne			
07561913x	popmuziek	1	3	kunst	muziek	popmuziek		
75660334	kinderloosheid	1	1	kinderloosheid				
75603659	daltononderwijs	1	2	onderwijs	daltononderwijs			
75668041	sponzen	1	3	dieren	ongewervelde dieren	sponzen		
75623021	stervensbegeleiding ; medische aspecten	1	2	stervensbegeleiding	stervensbegeleiding ; medische aspecten			
258322926	ondergronds bouwen	1	3	techniek	bouwtechniek	ondergronds bouwen		
75618389	pedagogiek	1	2	agologie	pedagogiek			
75612682	kunstbeleid	1	2	overheidsbeleid	kunstbeleid			
291382223	syndroom van prader-willi	1	3	lichamelijk gehandicapten	aangeboren afwijkingen	syndroom van prader-willi		
75607506	gesprekstechniek	1	1	gesprekstechniek				
75664879	veteranenziekte	1	2	ziekteleer	veteranenziekte			
75616777	numismatiek	1	1	numismatiek				
75616432	nederlandse taalkunde	1	2	taalkunde	nederlandse taalkunde			
291429092	beslag- en executierecht	1	4	recht	procesrecht	burgerlijk procesrecht	beslag- en executierecht	
07561314x	latijnse taalkunde	1	2	taalkunde	latijnse taalkunde			
212687778	wavelet theorie	1	3	wiskunde	toegepaste wiskunde	wavelet theorie		
75611589	kerkrecht	1	2	recht	kerkrecht			
75605031	elektro-akoestiek	1	4	natuurkunde	geluidsleer	akoestiek	elektro-akoestiek	
75617188	ontslagrecht	1	2	recht	ontslagrecht			
75624559	trekvogels	1	3	dieren	vogels	trekvogels		
184818842	mededingingsrecht	1	2	recht	mededingingsrecht			
75616130	naamkunde	1	1	naamkunde				
75627817	filosofische antropologie	1	2	filosofie	filosofische antropologie			
75620774	romeinse rijk	1	4	algemene geschiedenis	oude geschiedenis	klassieke oudheid	romeinse rijk	
75619598	protestantse kerken	1	2	kerkgenootschappen	protestantse kerken			
75659662	grootwinkelbedrijf	1	3	handel	detailhandel	grootwinkelbedrijf		
75663562	schakeltechniek	1	2	techniek	schakeltechniek			
75608421	grondwet	1	2	wetten	grondwet			
75664216	taalonderwijs	1	2	onderwijs	taalonderwijs			
75660261	kerk en maatschappij	1	2	maatschappij	kerk en maatschappij			
75620367	rekenkunde	1	2	wiskunde	rekenkunde			
75616904	ombudsman	1	1	ombudsman				
75625407	verbrandingsturbines	1	4	werktuigbouwkunde	aandrijftechniek	turbines	verbrandingsturbines	
75614626	marihuana	1	4	verdovende middelen	drugs	softdrugs	marihuana	
75607956	godsdienstfilosofie	1	2	filosofie	godsdienstfilosofie			
75601494	bloembiologie	1	2	biologie	bloembiologie			
75658534	deegwaren	1	2	kookkunst	deegwaren			
75664291	techniek ; geschiedenis	1	2	geschiedenis	techniek ; geschiedenis			
75666960	creooltalen	1	2	letterkunde	creooltalen			
75663872	spelling	1	3	taalwetenschap	grammatica	spelling		
75659190	gassen ; natuurkunde	1	2	gassen@@	gassen ; natuurkunde			
75610167	inkomensbesteding	1	4	economie	sociale economie	arbeidseconomie	inkomensbesteding	
75679922	amazone (rivier)	1	3	amerika (dubbelcontinent)	zuid-amerika	amazone (rivier)		
75612992	landbouworganisaties	1	4	economie	agrosector	landbouw	landbouworganisaties	
75605740	existentialisme	1	2	filosofische stelsels	existentialisme			
07565993x	individualisering	1	2	sociale veranderingen	individualisering			
75664585	uranium	1	1	uranium				
75603055	classificaties	1	1	classificaties				
75657309	bedrijven ; automatisering	1	2	bedrijven	bedrijven ; automatisering			
163329117	edi	1	3	communicatie	datacommunicatie	edi		
75607875	glasvezeltechniek	1	3	techniek	telecommunicatietechniek	glasvezeltechniek		
75661071	management ; non-profitorganisaties	1	2	management	management ; non-profitorganisaties			
75615215	micro-economie	1	2	economie	micro-economie			
75610922	journalistiek	1	1	journalistiek				
75690411	grafische programma's	1	2	computerprogramma's	grafische programma's			
75662698	parkeren	1	1	parkeren				
215863674	india ; economie	1	2	india	india ; economie			
299111229	socialezekerheidsrecht	1	2	recht	socialezekerheidsrecht			
75658771	verlofregelingen	1	4	recht	arbeidsrecht	arbeidsovereenkomsten	verlofregelingen	
75624451	transformatoren	1	1	transformatoren				
75608081	goud	1	3	metalen	edele metalen	goud		
75616408	nederland ; sociografie	1	2	sociografie	nederland ; sociografie			
291372171	publieke opinie	1	1	publieke opinie				
75664089	strafprocessen	1	1	strafprocessen				
75657511	bewegingsoefeningen	1	2	gymnastiek	bewegingsoefeningen			
75623846	telefonie	1	3	communicatie	telecommunicatie	telefonie		
75664070	stoma's	1	1	stoma's				
75636123	navigatie	1	1	navigatie				
75606496	friesland ; geschiedenis	1	3	geschiedenis	nederland ; geschiedenis	friesland ; geschiedenis		
75620634	revoluties	1	1	revoluties				
75663031	potplanten	1	2	planten	potplanten			
75627183	wereldoorlog ii	1	2	oorlogen	wereldoorlog ii			
75636050	terschelling	1	3	nederland	friesland	terschelling		
75662191	osmose	1	3	chemie	fysische chemie	osmose		
75605376	enquêtes	1	2	sociologische onderzoeksmethoden	enquêtes			
41683826x	elektronische patiëntendossiers	1	4	technologie	informatietechnologie	medische informatica	elektronische patiëntendossiers	
255802099	genetische algoritmen	1	2	wiskunde	genetische algoritmen			
75609983	indonesië ; geschiedenis	1	2	geschiedenis	indonesië ; geschiedenis			
75620960	russische taalkunde	1	2	taalkunde	russische taalkunde			
240584244	tsjetsjenië	1	2	russische federatie	tsjetsjenië			
75614154	lood	1	2	metalen	lood			
75689766	kaukasus	1	1	kaukasus				
301076766	conflictbemiddeling	1	1	conflictbemiddeling				
75606097	filmkunst	1	2	kunst	filmkunst			
75664755	verlamming	1	3	ziekteleer	spierziekten	verlamming		
162706189	limnologie	1	4	natuurwetenschappen	geologie	hydrologie	limnologie	
75602229	letterkunde ; overige talen	1	2	letterkunde	letterkunde ; overige talen			
75647605	mesopotamië	1	2	irak	mesopotamië			
07560955x	huishoudbudget	1	2	budgettering	huishoudbudget			
75625679	verlichtingstechniek	1	2	techniek	verlichtingstechniek			
75619806	psychosomatische geneeskunde	1	2	geneeskunde	psychosomatische geneeskunde			
75623579	tabak	1	2	genotmiddelen	tabak			
310706041	koude oorlog	1	3	algemene geschiedenis	nieuwste geschiedenis	koude oorlog		
75620197	reclame	1	1	reclame				
75602318	burgerlijk procesrecht	1	3	recht	procesrecht	burgerlijk procesrecht		
267645848	stortgoed	1	2	materialenkennis	stortgoed			
207318727	tijdmanagement	1	2	tijd	tijdmanagement			
07562771x	woningonderhoud	1	2	onderhoud	woningonderhoud			
75625792	verslaving	1	1	verslaving				
07563872x	molukken	1	2	melanesië	molukken			
07560244x	bijenteelt	1	6	dieren	ongewervelde dieren	geleedpotige dieren	insecten	bijen
75599481	arbeidsbemiddeling	1	2	arbeid	arbeidsbemiddeling			
75673827	schiphol	1	3	nederland	noord-holland	schiphol		
75688085	georganiseerde misdaad	1	2	criminaliteit	georganiseerde misdaad			
75619849	public relations	1	1	public relations				
75624656	tropische groenten	1	3	voedingsmiddelen	groenten	tropische groenten		
75683253	rekenonderwijs	1	2	onderwijs	rekenonderwijs			
75605910	fascisme	1	2	politieke stromingen	fascisme			
387520082	3d-printen	1	2	computertoepassingen	3d-printen			
07998746x	intramurale gezondheidszorg	1	2	gezondheidszorg	intramurale gezondheidszorg			
164139699	elektronische post	1	3	verkeer	postverkeer	elektronische post		
75606526	friesland ; sociografie	1	3	sociografie	nederland ; sociografie	friesland ; sociografie		
75636662	oorlogen	1	1	oorlogen				
75633868	sierra leone	1	1	sierra leone				
75612615	kruisverenigingen	1	3	rechtspersonen	verenigingen	kruisverenigingen		
75624842	tunnels	1	1	tunnels				
121648737	sanskriet	1	3	letterkunde	indiase taal- en letterkunde	sanskriet		
229721427	interculturele communicatie	1	4	sociale wetenschappen	sociologie	cultuursociologie	interculturele communicatie	
75599082	anatomie	1	3	biologie	morfologie (biologie)	anatomie		
75659603	groenvoorzieningen	1	1	groenvoorzieningen				
239223098	brede scholen	1	2	onderwijs	brede scholen			
75609622	humanisme	1	2	filosofie	humanisme			
75665859	zuid-amerikaanse volken	1	3	antropologie	culturele antropologie	zuid-amerikaanse volken		
75635976	kreta	1	2	griekenland	kreta			
238895009	oude noorden (rotterdam)	1	4	nederland	zuid-holland	rotterdam	oude noorden (rotterdam)	
237782820	bamboe	1	2	grassen	bamboe			
121904644	theaterwetenschap	1	1	theaterwetenschap				
75611848	jeugdrecht	1	2	recht	jeugdrecht			
75663805	sociale uitkeringen	1	1	sociale uitkeringen				
07560647x	friese letterkunde	1	2	letterkunde	friese letterkunde			
75606461	fresco's	1	4	kunst	beeldende kunst	schilderkunst	fresco's	
75602814	china ; geschiedenis	1	2	geschiedenis	china ; geschiedenis			
370912136	pathofysiologie	1	2	fysiologie	pathofysiologie			
75662418	ezechiël	1	3	bijbels	bijbelboeken	ezechiël		
207229090	pesten	1	5	sociale wetenschappen	psychologie	sociale psychologie	groepsdynamica	pesten
75616289	natuurkunde	1	1	natuurkunde				
189186674	stedelijke economie	1	2	economie	stedelijke economie			
75620812	rooms-katholicisme	1	3	godsdienst	christendom	rooms-katholicisme		
75618435	pensioenverzekeringen	1	2	verzekeringen	pensioenverzekeringen			
07565783x	bouwkunst ; geschiedenis	1	2	geschiedenis	bouwkunst ; geschiedenis			
75665263	weidebouw	1	4	economie	agrosector	landbouw	weidebouw	
75608316	griekse taalkunde	1	2	taalkunde	griekse taalkunde			
75610183	inkomstenbelasting	1	2	belastingen	inkomstenbelasting			
75635011	autobiografie	1	2	biografie	autobiografie			
75611023	kabels en leidingen	1	1	kabels en leidingen				
75600986	bevallingen	1	3	geneeskunde	verloskunde	bevallingen		
75601397	blaasinstrumenten	1	2	muziekinstrumenten	blaasinstrumenten			
75660016	integratie (sociologie)	1	3	sociale wetenschappen	sociologie	integratie (sociologie)		
75675323	meerlingen	1	1	meerlingen				
07560552x	ethiek	1	1	ethiek				
75676990	dienstensector	1	2	economie	dienstensector			
84393939	analoge techniek	1	3	techniek	elektrotechniek	analoge techniek		
165742380	zuidoost-aziatische taal- en letterkunde	1	2	letterkunde	zuidoost-aziatische taal- en letterkunde			
375264450	prosodie (taalwetenschap)	1	3	taalwetenschap	fonologie	prosodie (taalwetenschap)		
75661764	handelingen der apostelen	1	3	bijbels	bijbelboeken	handelingen der apostelen		
75599341	apocriefen	1	2	bijbels	apocriefen			
07563676x	luchtverkeer	1	3	logistiek	infrastructuur	luchtverkeer		
75631970	latijns-amerika	1	2	amerika (dubbelcontinent)	latijns-amerika			
07561975x	psychologie	1	2	sociale wetenschappen	psychologie			
75621584	seksuologie	1	1	seksuologie				
75628260	zelfdoding	1	1	zelfdoding				
75628066	zeeflora	1	3	flora	waterflora	zeeflora		
420705503	zuid-australië	1	2	australië	zuid-australië			
75614634	marine	1	2	krijgsmacht	marine			
292336152	paleobotanie	1	2	paleontologie	paleobotanie			
07566478x	verpleegkundige technieken	1	2	verpleegkunde	verpleegkundige technieken			
75642131	guyana	1	3	amerika (dubbelcontinent)	zuid-amerika	guyana		
75612747	kunstmatige inseminatie (vee)	1	2	voortplanting	kunstmatige inseminatie (vee)			
75630052	curaçao	1	1	curaçao				
75632675	namibië	1	1	namibië				
323871712	mindfulness	1	4	therapieën	psychotherapie	cognitieve therapie	mindfulness	
75686457	draagmoederschap	1	4	familie(relaties)	ouderschap	moederschap	draagmoederschap	
75662817	personeelsbeoordeling	1	2	personeelsbeleid	personeelsbeoordeling			
75614049	literatuursociologie	1	3	sociale wetenschappen	sociologie	literatuursociologie		
75604884	effectenwezen	1	4	economie	financiële markten	kapitaalmarkt	effectenwezen	
230088244	kankerverwekkende stoffen	1	3	ziekteleer	kanker	kankerverwekkende stoffen		
185918115	verdroging	1	2	waterhuishouding	verdroging			
264105591	uml	1	4	technologie	informatietechnologie	systeemontwikkeling (informatica)	uml	
75613468	inlichtingen- en veiligheidsdiensten	1	1	inlichtingen- en veiligheidsdiensten				
75622114	sociolinguïstiek	1	2	taalwetenschap	sociolinguïstiek			
75637146	brieven	1	1	brieven				
75689510	ouderenzorg	1	3	gezondheidszorg	eerstelijnsgezondheidszorg	ouderenzorg		
142944041	guyane	1	3	amerika (dubbelcontinent)	zuid-amerika	guyane		
240774655	warmtepompen	1	2	pompen	warmtepompen			
75636913	oss	1	3	nederland	noord-brabant	oss		
75667711	himalaya	1	1	himalaya				
75657651	biologie-onderwijs	1	2	onderwijs	biologie-onderwijs			
07565833x	computerspelen	1	2	spelen	computerspelen			
38902970x	tibetaans plateau	1	1	tibetaans plateau				
07563418x	suriname	1	3	amerika (dubbelcontinent)	zuid-amerika	suriname		
75603853	detailhandel	1	2	handel	detailhandel			
75613867	lichaamstaal	1	2	taal	lichaamstaal			
75664224	tandaandoeningen	1	2	ziekteleer	tandaandoeningen			
237938758	presentatie	1	2	communicatie	presentatie			
87623099	oost-europa ; economie	1	2	oost-europa	oost-europa ; economie			
216265444	beroepsaansprakelijkheid	1	2	aansprakelijkheid	beroepsaansprakelijkheid			
75603497	creativiteit	1	1	creativiteit				
75672189	caribisch gebied	1	2	amerika (dubbelcontinent)	caribisch gebied			
264573919	indianentalen	1	2	taalkunde	indianentalen			
153258764	oostvaardersplassen	1	3	nederland	flevoland	oostvaardersplassen		
186033907	andhra pradesh	1	2	india	andhra pradesh			
75660245	kerkelijke ambten	1	1	kerkelijke ambten				
75615290	middeleeuwen	1	2	algemene geschiedenis	middeleeuwen			
09787177x	edp-auditing	1	2	auditing	edp-auditing			
75633280	polen	1	1	polen				
75626977	watervogels	1	3	dieren	vogels	watervogels		
363409645	ioniserende straling	1	2	straling	ioniserende straling			
07560888x	heiligen	1	1	heiligen				
75640902	ely	1	3	verenigd koninkrijk	groot-brittannië	ely		
75606542	functieleer (psychologie)	1	3	sociale wetenschappen	psychologie	functieleer (psychologie)		
75633175	pakistan	1	1	pakistan				
75665255	waterleiding	1	1	waterleiding				
371228476	behaviorisme	1	2	sociale wetenschappen	behaviorisme			
357380347	sportpsychologie	1	3	sociale wetenschappen	psychologie	sportpsychologie		
308006887	sportsociologie	1	3	sociale wetenschappen	sociologie	sportsociologie		
154134341	seksuele intimidatie	1	1	seksuele intimidatie				
75628201	zeevogels	1	3	dieren	vogels	zeevogels		
75603225	computers	1	1	computers				
149159765	fytotherapie	1	2	therapieën	fytotherapie			
187570019	psoriasis	1	3	ziekteleer	huidziekten	psoriasis		
75614405	maatschappij	1	1	maatschappij				
91429226	somalië	1	2	afrika	somalië			
189860413	elektro-encefalografie	1	3	geneeskunde	diagnostiek	elektro-encefalografie		
236400959	lasertherapie	1	2	therapieën	lasertherapie			
75620049	radiozendontvangers	1	1	radiozendontvangers				
75664631	vaste-stofchemie	1	2	chemie	vaste-stofchemie			
75663368	religieuze bewegingen	1	2	godsdienst	religieuze bewegingen			
75660806	leesonderwijs	1	2	lezen	leesonderwijs			
75604752	dijken	1	4	bouwkunde	waterbouwkunde	waterkeringen	dijken	
85992798	vrouwenhandel	1	3	handel	mensenhandel	vrouwenhandel		
75636557	vaartuigen	1	2	vervoermiddelen	vaartuigen			
75615711	moorden	1	2	criminaliteit	moorden			
75621185	scheepsinstallaties	1	3	techniek	installatietechniek	scheepsinstallaties		
75661195	medezeggenschap ; bedrijven	1	2	medezeggenschap	medezeggenschap ; bedrijven			
